Order,Property Id,Property Name,Parent Property Id,Parent Property Name,BBL - 10 digits,"NYC Borough, Block and Lot (BBL) self-reported",NYC Building Identification Number (BIN),Address 1 (self-reported),Address 2,Postal Code,Street Number,Street Name,Borough,DOF Gross Floor Area,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Release Date,Water Required?,DOF Benchmarking Submission Status,Latitude,Longitude,Community Board,Council District,Census Tract,NTA
13884,4034602,Impact: 144-55 Melbourne Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4065270050,4-06527-0050,4450395;4450396,144-55 Melbourne Ave,Not Available,11367,144-55,MELBOURNE AVENUE,Queens,115212,Multifamily Housing,Multifamily Housing,Multifamily Housing,120212,Not Available,Not Available,Not Available,Not Available,1963,2,100,Whole Building,Not Available,64,103,107.9,6.6,0,157.3,Not Available,Not Available,9235960.2,Not Available,Not Available,Not Available,423200,4232,2720660.7,797379.9,970.3,717.8,252.5,120212,5272.9,43.86,152.4,04/26/2017 03:24:06 PM,No,In Compliance,,,,,,
13885,2721425,(5750-5752) - Mainstay Section 2,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4065270052,4-06527-0052,4141901,66-10 149th St,Not Available,11367,144-75,MELBOURNE AVENUE,Queens,115212,Multifamily Housing,Multifamily Housing,Multifamily Housing,115181,Not Available,Not Available,Not Available,Not Available,1954,1,100,Whole Building,Whole Building,61,90.9,98.2,5.1,0.8,139.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8376211.5,93189,2094767.3,582857.7,639.3,444.9,194.4,115181,5476.5,47.55,133.5,03/06/2017 10:48:10,Yes,In Compliance,,,,,,
13920,5859717,75-31 150 St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4067050001,4-06705-0001,4531844,75-31 150 St,Not Available,11367,75-31,150 STREET,Queens,162000,College/University,College/University,College/University,165240,Not Available,Not Available,Not Available,Not Available,1999,1,100,Whole Building,Not Available,Not Available,51.2,53.1,8.6,0.2,117.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3479885.3,39101.7,4977081.6,1426516.9,646.7,184.8,461.9,165240,1034.6,6.26,116.7,04/30/2017 05:24:11 PM,No,In Compliance,,,,,,
13886,2643654,149-42 MELBOURNE AVE. ENTM,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4065370028,4065370028,"4450635;4450636;4450681;4450693;4540803;4540805;4540807;4540827;4540829;4436489;4450642;4450666;4450637;4450667;4450661;4450652;4450654;4540806;4540814;4450691;4540802;4450638;4450639;4450640;4450641;4450643;4450644;4450645;4450646;4450647;4450648;4450649;4450650;4450651;4450653;4450655;4450656;4450657;4450658;4450659;4450660;4450662;4450663;4450664;4450665;4450668;4450669;4450670;4450671;4450672;4450673;4450674;4450675;4450676;4450677;4450678;4450679;4450680;4450682;4450683;4450684;4450685;4450686;4450687;4450688;4450689;4450690;4450692;4540804;4540808;4540809;4540810;4540811;4540812;4540813;4540815;4540816;4540817;4540818;4540819;4540820;4540821;4540822;4540823;4540824;4540825;4540826;4540828;4540830;4540831;4460519;
",149-42 MELBOURNE AVE. ENTM,Not Available,11367,149-24,MELBOURNE AVENUE,Queens,156736,Multifamily Housing,Multifamily Housing,Multifamily Housing,156736,Not Available,Not Available,Not Available,Not Available,1951,91,100,Whole Building,Not Available,38,102.3,110.8,3.3,1,140.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14230490,155972.1,1801813.5,520410.6,923.1,755.8,167.2,156736,8390.2,53.53,131.4,04/28/2017 09:00:01 AM,Yes,In Compliance,,,,,,
13887,2643658,150-44 MELBOURNE AVE ENTM,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4065400003,4065400003,"4540837;4540839;4540841;4540846;4540847;4540848;4540855;4540857;4540860;4540861;4540865;4540872;4540878;4540879;4540883;4540884;4540885;4540886;4540887;4540888;4540889;4540890;4540891;4540892;4540893;4540897;4540908;4450694;4450695;4450696;4450697;4450698;4450699;4450700;4450701;4450702;4450703;4450704;4450705;4450706;4450707;4450708;4450709;4450710;4450712;4450713;4450714;4450715;4450716;4450717;4450718;4450719;4450720;4450721;4450722;4450723;4450724;4450725;4450726;4450727;4450728;4450729;4450730;4450731;4450732;4450733;4450735;4450736;4450737;4450738;4450739;4450740;4450741;4450742;4450743;4450744;4450745;4450746;4450748;4450749;4450750;4450751;4450752;4450753;4450754;4540832;4540880;4450711;4540834;4540835;4540836;4540838;4540840;4540842;4540843;4540844;4540845;4540849;4540850;4540851;4540852;4540853;4540854;4540856;4540858;4540859;4540862;4540863;4540864;4540866;4540867;4540868;4540869;4540870;4540871;4540873;4540874;4540875;4540876;4540877;4540881;4540882;4540894;4540895;4540896;4540898;4540899;4540900;4540901;4540902;4540903;4540904;4540905;4540906;4540907;4540909;4540910;4540911;4540912;4450747;
",150-44 MELBOURNE AVE ENTM,Not Available,11367,150-10,MELBOURNE AVENUE,Queens,254100,Multifamily Housing,Multifamily Housing,Multifamily Housing,254100,Not Available,Not Available,Not Available,Not Available,1951,140,100,Whole Building,Not Available,80,64.2,68.3,3.9,0.6,99.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.29138746E7,140094,3398851,982686.8,1001.3,685.9,315.4,254100,Not Available,Not Available,95.4,04/28/2017 09:00:01 AM,No,In Compliance,,,,,,
13888,2643679,69-18 KISSENA BLVD ENTM,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4065420003,4065420003,"4450755;4450756;4450757;4450758;4450759;4450760;4450761;4450762;4450763;4450764;4450765;4450766;4450767;4450768;4450769;4450770;4450771;4450772;4450773;4450774;4450775;4450776;4450777;4450778;4450779;4450780;4450781;4450782;4450783;4450784;4450785;4450786;4450787;4450788;4450789;4460466;4540915;4540916;4540927;4540933;4540935;4540940;4540943;4540945;4540952;4540953;4540954;4540955;4540958;4540961;4540962;4540963;4540964;4540966;4400471;4540971;4540974;4540975;4540976;4540978;4458443;4459260;4460423;4450791;4450792;4450793;4459261;4460422;4460470;4460467;4458442;4460465;4460468;4540938;4460424;4460464;4460472;4450790;4450794;4540922;4540913;4540914;4540917;4540918;4540919;4540920;4540921;4540923;4540924;4540925;4540926;4540928;4540929;4540930;4540931;4540932;4540934;4540936;4540937;4540939;4540941;4540942;4540944;4540946;4540947;4540948;4540949;4540950;4540951;4540956;4540957;4540959;4540960;4540965;4540967;4540968;4540969;4540970;4540972;4540973;4540977;4540979;4540980;4540981;4458444;4460469;





",69-18 KISSENA BLVD ENTM,Not Available,11367,69-18,MELBOURNE AVENUE,Queens,199464,Multifamily Housing,Multifamily Housing,Multifamily Housing,199464,Not Available,Not Available,Not Available,Not Available,1951,126,100,Whole Building,Whole Building,48,93.4,99,4.4,0.8,135.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.55951489E7,167460.5,3037410.2,878943,1110.2,828.3,281.9,199464,11711.9,58.72,129.9,04/28/2017 09:00:01 AM,Yes,In Compliance,,,,,,
13889,4038473,AAR: 152-72 Melbourne Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4065427501,4-06542-7501,4142148,152-72 Melbourne Ave,Not Available,11367,152-72,MELBOURNE AVENUE,Queens,89850,Multifamily Housing,Multifamily Housing,Multifamily Housing,94342,Not Available,Not Available,Not Available,Not Available,1963,1,100,Whole Building,Not Available,100,23.2,22.9,5.4,0,62.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,406300,4123.6,1783960.7,511404.7,187.1,21.6,165.6,94342,4890.8,51.84,63.9,04/26/2017 12:05:41 PM,Yes,In Compliance,,,,,,
13890,4042664,Regents Park Gardens Condos,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4065487501,4-06548-7501,4530164;4446707;4446708;4446709;4446710;4446711;4446712;4446713;4446714;4446715;4446716;4446717;4446718;4446719;4446720;4458334;4530161;4530162;4530163;4530164;4530165;4530166;4530167;4530168;4530169;4530170;4530171;4530172;4530173;4530174;4530175;4530176;4530177;4530182;4530183;4530184;4530185;4530186;4530187;4530188;4530189;4530190;4530191;4530192;4530193;4530194;4530195;4530196;4530197;4530199;4530200;4530201;4530202;4530203;4530204;4530205;4530206;4530207;4530208;4530209;4530210;4530211;4530212;4530213;4530215;4530216;4530218;4530219;4530220;4530222;4530223;4530224;4530225;4530226;4530227;4530228;4530229;4530230;4530276;4530277;4530278;4530279;4530280;4530281;4530282;4530283;4530284;4530285;4530286;4530287;4530288;4530289;4530290;4530291;4530292;4530293;4530294;4530295;4530296;4530297;4530298;4530299;4530300;4530301;4530302;4530303;4530304;4530305;4530306;4530307;4530309;4530310;4530311;4530312;4530313;4530314;4530315;4530316;4530321;4530323;4530324;4530325;4530326;4530327;4530328;4530329;4530330;4530331;4530332;4530333;4530334;4530335;4530336;4530337;4530338;4530339;4530340;4530341;4530342;4530343;4530344;4530345;4530346;4530347;4530348;4530349;4530350;4530351;4530352;4530353;4530355;4530356;4530357;4530358;4530359;4530360;4530361;4530362;4530363;4530364;4530365;4530366,135-10 Jewel Avenue,Not Available,11367,134,JEWEL AVENUE,Queens,245600,Multifamily Housing,"Medical Office, Multifamily Housing",Multifamily Housing,331877,Medical Office,2546,Not Available,Not Available,1950,161,100,Whole Building,Whole Building,Not Available,96.5,105.5,3.9,0.9,138.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.76154547E7,308154.9,4656338.1,1312271.1,1898.9,1466.8,432.1,334423,Not Available,Not Available,130.4,04/29/2017 10:42:56 AM,Yes,In Compliance,,,,,,
13921,2734742,ADI: 79-25 150th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4067120001,4-06712-0001,4145197,79-25 150th Street,Not Available,11368,150-05,UNION TURNPIKE,Queens,235016,Multifamily Housing,"Medical Office, Multifamily Housing, Parking",Multifamily Housing,254682,Parking,15000,Medical Office,4500,1966,1,100,Whole Building,Whole Building,Not Available,63.3,67.4,3.4,0.6,94.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.32451002E7,144868.4,3152292.5,874953.1,996,703.5,292.5,259182,13791.1,53.21,91.8,04/27/2017 03:07:23 PM,Yes,In Compliance,,,,,,
13891,2829951,Kew Gardens Hill Apartments #1,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4065870006,4-06587-0006,4447676;4447677;4447678;4451198;4451199;4451200;4451201;4451202;4451203;4451204;4451205;4451206;4451207;4451208;4451209;4451210;4451211;4451212;4451213;4451214;4451215;4451216;4451217;4447666;4447668;4447669;4447670;4447671;4447672;4447673;4447674;4447675;4852746,138-50 78th Avenue,Not Available,11367,135-12,77 AVENUE,Queens,130440,Multifamily Housing,Multifamily Housing,Multifamily Housing,130440,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Whole Building,13,151.5,Not Available,0.5,Not Available,Not Available,Not Available,2144423.5,Not Available,Not Available,Not Available,Not Available,1.73989916E7,Not Available,213525.1,65171.1,1103.1,1083.3,19.8,130440,5817.3,44.6,161.8,03/08/2017 15:09:16,Yes,In Compliance,,,,,,
13893,2832881,Kew Gardens Hill Apartments #3,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4066070001,4-06607-0001,4440300;4440302;4440303;4440304;4440305;4440306;4440307;4440308;4440309;4440310;4440311;4440992;4440288;4440289;4440290;4440291;4440292;4440293;4440294;4440295;4440296;4440297;4440298;4440299;4440301;4440312,138-50 78th Avenue,Not Available,11367,138-10,77 AVENUE,Queens,107884,Multifamily Housing,Multifamily Housing,Multifamily Housing,107884,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Whole Building,100,48.3,Not Available,0.7,0.4,Not Available,Not Available,414193.2,Not Available,Not Available,Not Available,Not Available,4534296.6,45343,256981.4,75316.9,295.4,271.6,23.8,107884,5324.4,49.35,55.5,03/08/2017 15:09:16,No,In Compliance,,,,,,
13896,4414537,VIS - Regency 141-24 78th Ave: 141-24 78th Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4066310001,4-06631-0001,4451275,141-24 78th Avenue,Not Available,11367,141-24,78 AVENUE,Queens,151869,Multifamily Housing,Multifamily Housing,Multifamily Housing,151869,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Whole Building,11,117.2,124.8,4.1,1.1,160.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15563243,168363.6,2230170.9,621975.8,1033.6,826.6,207,151869,5229.6,34.44,153.7,04/30/2017 02:51:44 PM,Yes,In Compliance,,,,,,
13897,4414536,VIS - Regency 141-48 78th Rd: 141-48 78th Road,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4066320001,4-06632-0001,4451295,141-48 78th Road,Not Available,11367,141-48,78 ROAD,Queens,151869,Multifamily Housing,Multifamily Housing,Multifamily Housing,151869,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Whole Building,17,110.7,117.7,3.8,1,150.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14768695,159339.4,2040594.3,569835.7,973.8,784.4,189.4,151869,16846.3,110.93,144.3,04/30/2017 02:51:44 PM,Yes,In Compliance,,,,,,
13898,4414535,VIS - Regency 141-02 79th Ave: 141-02 79th Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4066330001,4-06633-0001,4143568,141-02 79th Avenue,Not Available,11367,141-02,79 AVENUE,Queens,151869,Multifamily Housing,Multifamily Housing,Multifamily Housing,151869,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Whole Building,11,117.2,127,4.1,1.1,162.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15563243,171654.6,2230170.9,623207.7,1033.6,826.6,207,151869,11586.8,76.29,153.7,04/30/2017 02:51:44 PM,Yes,In Compliance,,,,,,
13899,5832642,Kaled: 135-10 Grand Central Pkwy,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4066360001,4-06636-0001,4455293,135-10 Grand Central Pkwy,Not Available,11435,135-10,GRAND CENTRAL PKWY,Queens,125164,Multifamily Housing,Multifamily Housing,Multifamily Housing,146025,Not Available,Not Available,Not Available,Not Available,1952,1,100,Whole Building,Not Available,95,72.9,78.2,1.4,0.7,92.1,Not Available,507426,Not Available,Not Available,Not Available,Not Available,9406300.3,99619.2,727677.2,208945.7,604.8,537.3,67.5,146025,6608.3,45.25,86.8,04/26/2017 03:59:42 PM,No,In Compliance,,,,,,
13900,2676209,YESHIVA CENTRAL QUEENS,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4066470035,4066470035,4143956,147-37 70TH ROAD,Not Available,11367,147-37,70 ROAD,Queens,66971,K-12 School,K-12 School,K-12 School,66971,Not Available,Not Available,Not Available,Not Available,1972,1,100,Whole Building,Not Available,94,33.2,33.5,7.6,0.1,89.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,479871,4975.8,1745232.2,511498.2,187.4,25.5,162,66971,Not Available,Not Available,89.4,07/28/2017 04:05:22 PM,No,In Compliance,,,,,,
13901,2643659,150-49 70 RD ENTM,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4066560063,4066560063,"4440136;4440137;4440138;4440139;4440140;4440119;4440126;4440128;4806767;4540701;4540706;4540711;4540713;4540718;4540720;4540730;4540743;4540753;4540755;4540756;4540759;4540760;4540763;4540764;4540766;4540771;4540773;4540781;4540783;4540785;4540787;4540789;4540791;4540793;4540795;4540796;4540797;4540798;4440118;4440125;4440129;4440131;4540745;4540754;4540710;4540714;4540726;4540735;4540741;4540770;4540774;4540782;4540786;4540788;4540790;4540746;4540747;4540748;4540749;4540750;4440122;4440124;4440130;4440135;4454130;4454131;4454133;4454135;4440127;4540762;4540751;4454132;4540700;4540702;4540703;4540704;4540705;4540707;4540708;4540709;4540712;4540715;4540716;4540717;4540719;4540721;4540722;4540723;4540724;4540725;4540727;4540728;4540729;4540731;4540732;4540733;4540734;4540736;4540737;4540738;4540739;4540740;4540742;4540744;4540752;4540757;4540758;4540761;4540765;4540767;4540768;4540769;4540772;4540775;4540776;4540777;4540778;4540779;4540780;4540784;4540792;4540794;4540799;4540800;4440117;4440133;4454134;4440120;4440121;4440123;4440132;4440134;


",150-49 70 RD ENTM,Not Available,11367,70-04,KISSENA BOULEVARD,Queens,225968,Multifamily Housing,Multifamily Housing,Multifamily Housing,225968,Not Available,Not Available,Not Available,Not Available,1952,131,100,Whole Building,Not Available,73,70,76.2,4.1,0.6,109.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.25562576E7,140493.7,3264850.4,931438.3,969.9,666.9,303,225968,Not Available,Not Available,103.7,04/28/2017 09:00:01 AM,Yes,In Compliance,,,,,,
13902,2681849,DEPM 7532-3 - 78-11 Main St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4066700001,4-06670-0001,4440143;4440145;4440148;4440150;4440149;4440146;4440142;4440147;4440153;4440154,78-11 Main Street,Not Available,11367,78-11,MAIN STREET,Queens,110298,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,115654,Parking,4920,Not Available,Not Available,1940,1,100,Whole Building,Not Available,58,109.8,120.5,3.5,1.1,151.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.12622884E7,125448.8,1430755.8,407018,731,598.2,132.8,115654,Not Available,Not Available,141.1,05/01/2017 14:58:14,Yes,In Compliance,,,,,,
13903,2681826,DEPM 7532-2 - 144-03 79th Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4066710001,4-06671-0001,4448190;4808174;4448191;4448192;4448193;4448194;4448195;4448196;4448197;4448198;4448199;4448200;4448201;4448202;4807455;4539110;4539111,144-03 79th Avenue,Not Available,11367,78-37,MAIN STREET,Queens,110298,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,115654,Parking,4920,Not Available,Not Available,1940,1,100,Whole Building,Not Available,58,109.8,120.5,3.5,1.1,151.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.12622884E7,125448.8,1430755.8,407018,731,598.2,132.8,115654,7513.2,64.96,141.1,05/01/2017 14:58:14,No,In Compliance,,,,,,
13911,2788606,RSA 76-01 147 Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4066850001,4-06685-0001,4144493,76-01 147th St,Not Available,11367,147-06,76 AVENUE,Queens,80000,College/University,"College/University, K-12 School, Multifamily Housing, Residence Hall/Dormitory",College/University,45870,Residence Hall/Dormitory,27643,K-12 School,8280,1999,1,100,Whole Building,Whole Building,Not Available,72.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2587230.9,Not Available,3473479.1,Not Available,459.8,137.4,322.3,83793,Not Available,Not Available,162.6,05/01/2017 19:43:09,No,In Compliance,,,,,,
13913,2686116,14905 Owners Corp.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,4066900016,4-06690-0016,4144768,149-05 79 Avenue,Not Available,11367,149-05,79 AVENUE,Queens,185406,Multifamily Housing,"Medical Office, Multifamily Housing, Office",Multifamily Housing,155340,Medical Office,900,Office,900,1955,1,100,Whole Building,Whole Building,Not Available,97.9,Not Available,3.9,0,Not Available,Not Available,Not Available,1.26215246E7,Not Available,Not Available,Not Available,608664.7,6124.5,2149604.5,606139.4,1182.1,982.6,199.5,157140,6790.8,43.22,128.1,04/28/2017 03:06:36 PM,No,In Compliance,,,,,,
